level_4_2	level_1_1	year	level_1_2	level_2_1	level_2_2	level_3_1	level_3_2	level_4_1	level_3_4_2	number_tested	mean_scale_score	level_3_4_1	district	grade	category
9.0	1439	2010	17.5	3898	47.5	2132	26.0	738	35.0	8207	665	2870	7	All Grades	All Students
7.3	1421	2011	17.4	3763	46.1	2384	29.2	596	36.5	8164	665	2980	7	All Grades	All Students
17.7	285	2006	11.8	413	17.0	1295	53.4	430	71.2	2423	667	1725	8	3	All Students
23.8	192	2007	8.1	327	13.8	1284	54.3	563	78.1	2366	677	1847	8	3	All Students
17.7	84	2008	3.7	253	11.1	1533	67.4	403	85.2	2273	680	1936	8	3	All Students
18.3	33	2009	1.4	182	7.7	1718	72.6	434	90.9	2367	684	2152	8	3	All Students
15.3	358	2010	15.1	922	38.8	732	30.8	363	46.1	2375	684	1095	8	3	All Students
5.3	356	2011	15.2	913	39.1	943	40.4	125	45.7	2337	680	1068	8	3	All Students
16.4	247	2006	11.0	499	22.2	1136	50.5	368	66.8	2250	664	1504	8	4	All Students
17.0	282	2007	11.5	501	20.5	1245	50.9	416	68.0	2444	666	1661	8	4	All Students
18.7	179	2008	7.9	357	15.7	1312	57.7	425	76.4	2273	672	1737	8	4	All Students
29.0	139	2009	5.9	286	12.1	1248	52.9	684	82.0	2357	682	1932	8	4	All Students
16.7	218	2010	9.0	920	37.9	885	36.4	405	53.1	2428	678	1290	8	4	All Students
17.2	224	2011	9.5	839	35.5	894	37.8	407	55.0	2364	679	1301	8	4	All Students
9.0	424	2006	17.7	754	31.4	1005	41.9	215	50.9	2398	650	1220	8	5	All Students
12.0	245	2007	10.3	638	26.9	1202	50.7	285	62.7	2370	660	1487	8	5	All Students
18.7	161	2008	6.7	448	18.6	1350	56.0	452	74.7	2411	669	1802	8	5	All Students
26.8	90	2009	4.0	338	14.9	1238	54.4	609	81.2	2275	677	1847	8	5	All Students
18.0	243	2010	10.2	840	35.2	875	36.7	429	54.6	2387	677	1304	8	5	All Students
15.4	216	2011	8.8	845	34.3	1027	41.6	379	57.0	2467	678	1406	8	5	All Students
4.0	564	2006	24.7	787	34.5	839	36.8	92	40.8	2282	638	931	8	6	All Students
6.3	400	2007	16.8	766	32.3	1059	44.6	150	50.9	2375	647	1209	8	6	All Students
12.6	235	2008	10.4	587	26.1	1144	50.8	284	63.5	2250	658	1428	8	6	All Students
12.7	202	2009	8.6	634	26.9	1225	51.9	300	64.6	2361	661	1525	8	6	All Students
14.5	400	2010	17.1	961	41.0	642	27.4	340	41.9	2343	665	982	8	6	All Students
11.2	423	2011	18.0	946	40.3	715	30.5	262	41.6	2346	666	977	8	6	All Students
2.4	554	2006	21.6	1142	44.6	804	31.4	61	33.8	2561	633	865	8	7	All Students
7.1	357	2007	15.1	954	40.3	888	37.5	169	44.6	2368	644	1057	8	7	All Students
9.4	189	2008	7.9	770	32.3	1198	50.3	225	59.7	2382	654	1423	8	7	All Students
10.7	86	2009	3.7	571	24.6	1415	61.0	247	71.7	2319	662	1662	8	7	All Students
13.9	421	2010	17.3	996	41.0	674	27.8	337	41.6	2428	662	1011	8	7	All Students
13.0	425	2011	17.8	979	40.9	676	28.3	311	41.3	2391	661	987	8	7	All Students
2.4	781	2006	30.9	1007	39.8	679	26.9	61	29.3	2528	629	740	8	8	All Students
3.4	613	2007	24.2	1068	42.2	763	30.2	85	33.5	2529	637	848	8	8	All Students
5.0	382	2008	16.2	938	39.7	925	39.2	117	44.1	2362	644	1042	8	8	All Students
7.9	145	2009	6.1	704	29.8	1324	56.1	186	64.0	2359	659	1510	8	8	All Students
7.7	497	2010	20.4	1148	47.0	608	24.9	187	32.6	2440	661	795	8	8	All Students
7.9	376	2011	15.6	1017	42.3	822	34.2	190	42.1	2405	664	1012	8	8	All Students
8.5	2855	2006	19.8	4602	31.9	5758	39.9	1227	48.4	14442	646	6985	8	All Grades	All Students
11.5	2089	2007	14.5	4254	29.4	6441	44.6	1668	56.1	14452	655	8109	8	All Grades	All Students
13.7	1230	2008	8.8	3353	24.0	7462	53.5	1906	67.1	13951	663	9368	8	All Grades	All Students
17.5	695	2009	5.0	2715	19.3	8168	58.2	2460	75.7	14038	671	10628	8	All Grades	All Students
14.3	2137	2010	14.8	5787	40.2	4416	30.7	2061	45.0	14401	671	6477	8	All Grades	All Students
11.7	2020	2011	14.1	5539	38.7	5077	35.5	1674	47.2	14310	671	6751	8	All Grades	All Students
11.5	500	2006	15.5	763	23.7	1591	49.3	372	60.8	3226	657	1963	9	3	All Students
15.9	302	2007	9.8	604	19.6	1680	54.6	490	70.5	3076	668	2170	9	3	All Students
12.4	133	2008	4.4	439	14.7	2050	68.5	370	80.9	2992	674	2420	9	3	All Students
15.6	49	2009	1.6	352	11.8	2109	70.9	463	86.5	2973	678	2572	9	3	All Students
11.1	609	2010	20.8	1238	42.4	750	25.7	324	36.8	2921	679	1074	9	3	All Students
4.1	528	2011	17.8	1294	43.6	1024	34.5	121	38.6	2967	677	1145	9	3	All Students
7.6	547	2006	18.1	891	29.5	1348	44.7	230	52.3	3016	650	1578	9	4	All Students
10.9	416	2007	13.5	805	26.2	1521	49.4	334	60.3	3076	658	1855	9	4	All Students
11.4	303	2008	10.5	611	21.2	1646	57.0	328	68.4	2888	663	1974	9	4	All Students
19.1	222	2009	7.7	441	15.3	1675	58.0	552	77.1	2890	673	2227	9	4	All Students
9.6	313	2010	10.8	1464	50.5	845	29.1	277	38.7	2899	668	1122	9	4	All Students
9.7	342	2011	11.9	1297	45.3	944	33.0	279	42.7	2862	671	1223	9	4	All Students
3.9	751	2006	24.6	1137	37.2	1050	34.4	118	38.2	3056	638	1168	9	5	All Students
5.3	522	2007	16.7	1119	35.8	1319	42.2	167	47.5	3127	647	1486	9	5	All Students
8.7	297	2008	10.4	716	25.0	1596	55.8	250	64.6	2859	657	1846	9	5	All Students
15.5	176	2009	6.4	579	21.1	1561	56.9	426	72.5	2742	666	1987	9	5	All Students
10.6	391	2010	14.0	1243	44.4	868	31.0	296	41.6	2798	668	1164	9	5	All Students
9.5	331	2011	12.1	1167	42.6	982	35.8	260	45.3	2740	671	1242	9	5	All Students
1.9	963	2006	32.8	1089	37.1	823	28.1	57	30.0	2932	628	880	9	6	All Students
6.8	607	2007	21.1	968	33.7	1102	38.4	195	45.2	2872	644	1297	9	6	All Students
7.4	407	2008	13.5	957	31.7	1429	47.4	223	54.8	3016	649	1652	9	6	All Students
10.7	275	2009	9.9	713	25.7	1486	53.7	295	64.3	2769	659	1781	9	6	All Students
11.7	547	2010	19.4	1233	43.7	712	25.2	331	36.9	2823	662	1043	9	6	All Students
8.9	518	2011	17.8	1284	44.1	852	29.2	260	38.2	2914	664	1112	9	6	All Students
1.3	1046	2006	32.6	1334	41.6	782	24.4	43	25.7	3205	622	825	9	7	All Students
3.3	595	2007	19.3	1348	43.7	1041	33.7	102	37.0	3086	637	1143	9	7	All Students
7.0	290	2008	9.5	1071	34.9	1488	48.5	216	55.6	3065	651	1704	9	7	All Students
7.3	102	2009	3.4	862	29.1	1779	60.1	215	67.4	2958	659	1994	9	7	All Students
8.9	593	2010	20.1	1329	45.1	761	25.8	261	34.7	2944	657	1022	9	7	All Students
9.8	534	2011	18.5	1256	43.4	818	28.3	283	38.1	2891	660	1101	9	7	All Students
1.3	1313	2006	39.9	1352	41.1	584	17.7	43	19.0	3292	621	627	9	8	All Students
1.8	1032	2007	32.2	1291	40.3	821	25.6	59	27.5	3203	629	880	9	8	All Students
4.7	486	2008	16.1	1176	38.9	1216	40.3	143	45.0	3021	644	1359	9	8	All Students
7.1	219	2009	7.4	913	31.0	1600	54.4	209	61.5	2941	657	1809	9	8	All Students
6.5	671	2010	21.2	1530	48.3	761	24.0	207	30.5	3169	660	968	9	8	All Students
5.6	580	2011	19.1	1362	44.8	927	30.5	170	36.1	3039	661	1097	9	8	All Students
4.6	5120	2006	27.3	6566	35.1	6178	33.0	863	37.6	18727	636	7041	9	All Grades	All Students
7.3	3474	2007	18.8	6135	33.3	7484	40.6	1347	47.9	18440	647	8831	9	All Grades	All Students
8.6	1916	2008	10.7	4970	27.9	9425	52.8	1530	61.4	17841	656	10955	9	All Grades	All Students
12.5	1043	2009	6.0	3860	22.3	10210	59.1	2160	71.6	17273	665	12370	9	All Grades	All Students
9.7	3124	2010	17.8	8037	45.8	4697	26.8	1696	36.4	17554	665	6393	9	All Grades	All Students
7.9	2833	2011	16.3	7660	44.0	5547	31.9	1373	39.7	17413	667	6920	9	All Grades	All Students
15.4	494	2006	11.9	831	20.0	2196	52.8	640	68.2	4161	664	2836	10	3	All Students
20.0	269	2007	6.5	687	16.5	2373	57.0	834	77.0	4163	674	3207	10	3	All Students
17.0	156	2008	3.9	509	12.7	2653	66.4	678	83.4	3996	678	3331	10	3	All Students
18.7	58	2009	1.4	328	8.1	2913	71.8	758	90.5	4057	684	3671	10	3	All Students
16.5	607	2010	14.6	1557	37.5	1301	31.3	685	47.9	4150	685	1986	10	3	All Students
7.3	577	2011	14.3	1624	40.1	1551	38.3	296	45.6	4048	681	1847	10	3	All Students
13.2	577	2006	14.2	994	24.5	1950	48.1	536	61.3	4057	659	2486	10	4	All Students
14.4	459	2007	11.4	907	22.4	2094	51.8	581	66.2	4041	664	2675	10	4	All Students
14.8	354	2008	8.8	743	18.4	2336	58.0	598	72.8	4031	668	2934	10	4	All Students
25.6	217	2009	5.5	542	13.7	2176	55.2	1009	80.8	3944	680	3185	10	4	All Students
15.0	332	2010	8.1	1759	42.9	1394	34.0	615	49.0	4100	676	2009	10	4	All Students
14.0	354	2011	8.5	1649	39.5	1586	38.0	586	52.0	4175	676	2172	10	4	All Students
8.3	701	2006	16.0	1532	34.9	1789	40.8	366	49.1	4388	649	2155	10	5	All Students
12.4	454	2007	11.0	1146	27.7	2031	49.0	513	61.4	4144	659	2544	10	5	All Students
14.6	284	2008	7.1	825	20.7	2287	57.5	582	72.1	3978	666	2869	10	5	All Students
24.2	147	2009	3.7	598	15.0	2281	57.2	965	81.3	3991	676	3246	10	5	All Students
15.6	390	2010	9.9	1576	40.0	1358	34.5	615	50.1	3939	675	1973	10	5	All Students
13.7	375	2011	9.1	1551	37.5	1643	39.7	565	53.4	4134	677	2208	10	5	All Students
4.6	1023	2006	24.5	1467	35.2	1490	35.7	190	40.3	4170	638	1680	10	6	All Students
8.7	734	2007	17.2	1361	31.9	1797	42.1	372	50.9	4264	649	2169	10	6	All Students
12.6	431	2008	10.9	1024	26.0	1986	50.4	497	63.1	3938	657	2483	10	6	All Students
15.9	238	2009	5.9	856	21.2	2303	57.0	642	72.9	4039	668	2945	10	6	All Students
14.3	579	2010	14.8	1583	40.4	1196	30.5	561	44.8	3919	668	1757	10	6	All Students
13.3	530	2011	13.7	1500	38.7	1327	34.3	516	47.6	3873	670	1843	10	6	All Students
3.2	954	2006	21.9	1885	43.2	1382	31.7	138	34.9	4359	633	1520	10	7	All Students
6.9	572	2007	13.7	1663	39.9	1647	39.5	286	46.4	4168	646	1933	10	7	All Students
9.3	311	2008	7.4	1411	33.7	2078	49.6	391	58.9	4191	654	2469	10	7	All Students
14.1	129	2009	3.2	816	20.5	2479	62.2	561	76.3	3985	666	3040	10	7	All Students
15.2	608	2010	15.9	1565	40.9	1074	28.1	581	43.2	3828	663	1655	10	7	All Students
14.6	571	2011	14.7	1591	40.9	1158	29.8	566	44.4	3886	665	1724	10	7	All Students
2.9	1280	2006	29.0	1839	41.7	1163	26.4	130	29.3	4412	631	1293	10	8	All Students
3.6	1009	2007	23.2	1813	41.6	1380	31.7	155	35.2	4357	638	1535	10	8	All Students
6.6	531	2008	13.3	1403	35.1	1801	45.0	265	51.7	4000	650	2066	10	8	All Students
9.3	226	2009	5.3	1139	26.7	2506	58.7	397	68.0	4268	662	2903	10	8	All Students
9.8	712	2010	18.6	1785	46.5	963	25.1	376	34.9	3836	664	1339	10	8	All Students
8.1	558	2011	14.3	1664	42.6	1369	35.0	317	43.1	3908	665	1686	10	8	All Students
7.8	5029	2006	19.7	8548	33.5	9970	39.0	2000	46.9	25547	645	11970	10	All Grades	All Students
10.9	3497	2007	13.9	7577	30.1	11322	45.0	2741	55.9	25137	655	14063	10	All Grades	All Students
12.5	2067	2008	8.6	5915	24.5	13141	54.5	3011	66.9	24134	662	16152	10	All Grades	All Students
17.8	1015	2009	4.2	4279	17.6	14658	60.4	4332	78.2	24284	673	18990	10	All Grades	All Students
14.4	3228	2010	13.6	9825	41.3	7286	30.6	3433	45.1	23772	672	10719	10	All Grades	All Students
11.8	2965	2011	12.3	9579	39.9	8634	35.9	2846	47.8	24024	673	11480	10	All Grades	All Students
22.5	265	2006	8.4	477	15.2	1697	53.9	708	76.4	3147	673	2405	11	3	All Students
26.7	173	2007	5.4	396	12.3	1795	55.6	863	82.4	3227	681	2658	11	3	All Students
20.5	96	2008	3.1	361	11.5	2030	64.9	643	85.4	3130	683	2673	11	3	All Students
19.4	38	2009	1.2	269	8.4	2260	71.0	617	90.4	3184	684	2877	11	3	All Students
16.8	443	2010	13.7	1283	39.6	967	29.9	543	46.7	3236	686	1510	11	3	All Students
6.8	487	2011	14.9	1334	40.9	1219	37.4	221	44.2	3261	680	1440	11	3	All Students
16.0	295	2006	9.1	669	20.7	1754	54.2	519	70.2	3237	666	2273	11	4	All Students
16.8	285	2007	9.0	614	19.5	1722	54.6	531	71.5	3152	669	2253	11	4	All Students
19.5	188	2008	5.9	500	15.6	1900	59.1	625	78.6	3213	675	2525	11	4	All Students
26.6	177	2009	5.6	383	12.1	1772	55.8	843	82.4	3175	681	2615	11	4	All Students
16.5	222	2010	6.8	1324	40.4	1192	36.4	540	52.8	3278	679	1732	11	4	All Students
17.9	238	2011	7.3	1160	35.5	1284	39.3	586	57.2	3268	680	1870	11	4	All Students
9.6	364	2006	11.8	881	28.7	1533	49.9	295	59.5	3073	655	1828	11	5	All Students
12.5	250	2007	7.6	873	26.5	1755	53.3	413	65.9	3291	663	2168	11	5	All Students
16.6	185	2008	5.8	531	16.6	1949	61.0	531	77.6	3196	670	2480	11	5	All Students
27.7	81	2009	2.5	422	12.9	1860	56.9	905	84.6	3268	680	2765	11	5	All Students
15.6	243	2010	7.5	1202	37.2	1282	39.7	505	55.3	3232	678	1787	11	5	All Students
14.9	238	2011	7.3	1142	35.2	1383	42.6	485	57.5	3248	679	1868	11	5	All Students
6.8	562	2006	19.4	973	33.6	1165	40.2	197	47.0	2897	644	1362	11	6	All Students
8.5	455	2007	15.7	894	30.8	1311	45.1	247	53.6	2907	651	1558	11	6	All Students
12.7	291	2008	9.7	801	26.6	1535	51.0	381	63.7	3008	659	1916	11	6	All Students
14.3	220	2009	7.1	716	23.1	1716	55.4	443	69.8	3095	665	2159	11	6	All Students
14.7	480	2010	15.5	1305	42.2	857	27.7	454	42.3	3096	666	1311	11	6	All Students
13.7	517	2011	16.6	1183	38.0	983	31.6	427	45.3	3110	668	1410	11	6	All Students
2.6	654	2006	21.4	1398	45.7	927	30.3	81	32.9	3060	633	1008	11	7	All Students
8.3	425	2007	14.1	1167	38.6	1177	39.0	251	47.3	3020	647	1428	11	7	All Students
9.4	227	2008	7.6	990	33.1	1495	49.9	281	59.3	2993	654	1776	11	7	All Students
11.7	70	2009	2.2	806	25.1	1958	61.0	377	72.7	3211	664	2335	11	7	All Students
11.1	580	2010	18.7	1331	42.8	853	27.4	345	38.5	3109	660	1198	11	7	All Students
14.7	430	2011	14.2	1230	40.6	926	30.5	446	45.3	3032	666	1372	11	7	All Students
2.9	1005	2006	30.3	1398	42.2	812	24.5	97	27.4	3312	629	909	11	8	All Students
4.4	779	2007	25.2	1283	41.5	898	29.0	135	33.4	3095	638	1033	11	8	All Students
6.4	464	2008	15.3	1118	36.9	1253	41.4	194	47.8	3029	647	1447	11	8	All Students
6.9	198	2009	6.3	1110	35.5	1603	51.2	217	58.2	3128	656	1820	11	8	All Students
6.9	692	2010	21.6	1625	50.7	667	20.8	221	27.7	3205	659	888	11	8	All Students
7.6	591	2011	18.7	1435	45.4	894	28.3	240	35.9	3160	661	1134	11	8	All Students
10.1	3145	2006	16.8	5796	31.0	7888	42.1	1897	52.3	18726	650	9785	11	All Grades	All Students
13.1	2367	2007	12.7	5227	28.0	8658	46.3	2440	59.4	18692	658	11098	11	All Grades	All Students
14.3	1451	2008	7.8	4301	23.2	10162	54.7	2655	69.0	18569	665	12817	11	All Grades	All Students
17.8	784	2009	4.1	3706	19.4	11169	58.6	3402	76.4	19061	672	14571	11	All Grades	All Students
13.6	2660	2010	13.9	8070	42.1	5818	30.4	2608	44.0	19156	671	8426	11	All Grades	All Students
12.6	2501	2011	13.1	7484	39.2	6689	35.1	2405	47.7	19079	673	9094	11	All Grades	All Students
11.2	284	2006	14.1	420	20.8	1088	53.9	227	65.1	2019	659	1315	12	3	All Students
17.8	174	2007	8.8	355	18.0	1097	55.5	351	73.2	1977	670	1448	12	3	All Students
11.8	110	2008	5.9	276	14.7	1271	67.6	222	79.5	1879	672	1493	12	3	All Students
12.8	48	2009	2.6	257	13.7	1330	70.9	241	83.7	1876	675	1571	12	3	All Students
11.5	357	2010	19.6	731	40.1	523	28.7	210	40.3	1821	680	733	12	3	All Students
4.0	359	2011	19.1	840	44.8	603	32.1	75	36.1	1877	676	678	12	3	All Students
10.2	297	2006	16.2	465	25.3	888	48.3	187	58.5	1837	655	1075	12	4	All Students
10.7	246	2007	12.9	501	26.2	962	50.3	204	61.0	1913	658	1166	12	4	All Students
12.8	213	2008	10.9	382	19.6	1107	56.7	249	69.5	1951	663	1356	12	4	All Students
20.9	151	2009	8.2	304	16.5	1003	54.4	386	75.3	1844	672	1389	12	4	All Students
10.4	265	2010	14.2	842	45.1	567	30.4	194	40.7	1868	668	761	12	4	All Students
10.1	202	2011	10.8	814	43.6	661	35.4	189	45.6	1866	671	850	12	4	All Students
5.7	370	2006	19.4	655	34.3	775	40.6	108	46.3	1908	644	883	12	5	All Students
7.9	263	2007	14.0	621	33.0	851	45.2	148	53.1	1883	652	999	12	5	All Students
10.7	177	2008	9.3	493	25.9	1028	54.0	204	64.8	1902	660	1232	12	5	All Students
17.5	91	2009	4.8	349	18.4	1123	59.3	331	76.8	1894	670	1454	12	5	All Students
9.5	271	2010	14.6	874	47.0	537	28.9	177	38.4	1859	667	714	12	5	All Students
8.2	224	2011	12.3	789	43.3	660	36.2	150	44.4	1823	670	810	12	5	All Students
4.7	433	2006	21.5	708	35.2	776	38.6	95	43.3	2012	641	871	12	6	All Students
6.4	328	2007	18.9	564	32.5	733	42.2	111	48.6	1736	646	844	12	6	All Students
8.1	259	2008	14.9	550	31.6	791	45.4	141	53.5	1741	649	932	12	6	All Students
9.6	176	2009	9.9	506	28.5	922	51.9	171	61.6	1775	657	1093	12	6	All Students
10.0	314	2010	17.0	844	45.6	507	27.4	184	37.4	1849	662	691	12	6	All Students
11.0	268	2011	15.3	773	44.0	523	29.8	193	40.8	1757	666	716	12	6	All Students
1.1	494	2006	26.2	877	46.5	495	26.2	21	27.3	1887	627	516	12	7	All Students
5.4	303	2007	15.4	857	43.6	698	35.5	107	41.0	1965	642	805	12	7	All Students
6.1	176	2008	9.5	645	34.7	922	49.6	114	55.8	1857	649	1036	12	7	All Students
8.4	67	2009	3.9	475	27.6	1035	60.1	145	68.5	1722	660	1180	12	7	All Students
7.3	313	2010	16.9	889	48.0	515	27.8	135	35.1	1852	658	650	12	7	All Students
9.2	301	2011	16.0	864	45.9	543	28.9	174	38.1	1882	661	717	12	7	All Students
2.1	519	2006	31.4	694	42.0	405	24.5	34	26.6	1652	627	439	12	8	All Students
2.5	554	2007	28.5	763	39.2	581	29.9	48	32.3	1946	633	629	12	8	All Students
5.8	273	2008	14.5	725	38.5	774	41.1	110	47.0	1882	647	884	12	8	All Students
7.5	123	2009	6.8	615	34.2	924	51.4	135	58.9	1797	657	1059	12	8	All Students
8.0	346	2010	19.1	909	50.1	414	22.8	145	30.8	1814	661	559	12	8	All Students
7.2	298	2011	16.2	849	46.0	565	30.6	132	37.8	1844	663	697	12	8	All Students
5.9	2397	2006	21.2	3819	33.8	4427	39.1	672	45.1	11315	643	5099	12	All Grades	All Students
8.5	1868	2007	16.4	3661	32.1	4922	43.1	969	51.6	11420	650	5891	12	All Grades	All Students
9.3	1208	2008	10.8	3071	27.4	5893	52.6	1040	61.8	11212	657	6933	12	All Grades	All Students
12.9	656	2009	6.0	2506	23.0	6337	58.1	1409	71.0	10908	665	7746	12	All Grades	All Students
9.4	1866	2010	16.9	5089	46.0	3063	27.7	1045	37.1	11063	666	4108	12	All Grades	All Students
8.3	1652	2011	15.0	4929	44.6	3555	32.2	913	40.4	11049	668	4468	12	All Grades	All Students
16.9	142	2006	11.0	226	17.5	706	54.6	219	71.5	1293	666	925	13	3	All Students
23.9	73	2007	5.9	176	14.1	699	56.1	298	80.0	1246	679	997	13	3	All Students
18.0	41	2008	3.6	111	9.6	794	68.8	208	86.8	1154	680	1002	13	3	All Students
20.6	19	2009	1.7	106	9.2	789	68.5	237	89.1	1151	685	1026	13	3	All Students
18.6	160	2010	14.6	422	38.5	311	28.4	204	46.9	1097	687	515	13	3	All Students
9.5	168	2011	15.3	397	36.1	431	39.1	105	48.7	1101	682	536	13	3	All Students
13.9	170	2006	14.4	262	22.1	588	49.7	164	63.5	1184	659	752	13	4	All Students
17.4	137	2007	11.1	237	19.1	648	52.3	216	69.8	1238	667	864	13	4	All Students
18.9	81	2008	7.0	185	16.0	672	58.1	218	77.0	1156	672	890	13	4	All Students
28.1	42	2009	3.7	139	12.1	645	56.1	323	84.2	1149	684	968	13	4	All Students
18.3	92	2010	8.2	444	39.4	384	34.1	206	52.4	1126	679	590	13	4	All Students
16.8	81	2011	7.6	410	38.4	397	37.2	179	54.0	1067	679	576	13	4	All Students
10.3	194	2006	15.4	371	29.4	565	44.8	130	55.2	1260	652	695	13	5	All Students
11.9	98	2007	8.3	305	26.0	631	53.7	140	65.7	1174	662	771	13	5	All Students
18.3	55	2008	4.9	202	17.9	665	59.0	206	77.2	1128	670	871	13	5	All Students
21.1	23	2009	2.2	151	14.4	655	62.3	222	83.4	1051	676	877	13	5	All Students
14.1	89	2010	8.3	432	40.5	395	37.1	150	51.1	1066	675	545	13	5	All Students
14.5	66	2011	6.2	383	36.2	456	43.1	153	57.6	1058	679	609	13	5	All Students
3.4	302	2006	25.8	440	37.6	388	33.2	40	36.6	1170	636	428	13	6	All Students
8.2	220	2007	17.9	395	32.2	511	41.7	100	49.8	1226	648	611	13	6	All Students
14.0	78	2008	7.0	278	24.8	607	54.2	157	68.2	1120	662	764	13	6	All Students
11.5	73	2009	6.4	308	27.0	630	55.2	131	66.6	1142	664	761	13	6	All Students
11.5	175	2010	15.2	538	46.9	303	26.4	132	37.9	1148	663	435	13	6	All Students
9.1	152	2011	13.4	503	44.2	379	33.3	104	42.4	1138	668	483	13	6	All Students
2.1	309	2006	25.9	526	44.1	334	28.0	25	30.1	1194	629	359	13	7	All Students
4.1	196	2007	16.6	532	44.9	408	34.5	48	38.5	1184	639	456	13	7	All Students
10.7	79	2008	5.9	375	27.8	749	55.6	144	66.3	1347	658	893	13	7	All Students
10.3	21	2009	1.9	275	25.0	692	62.8	114	73.1	1102	664	806	13	7	All Students
8.9	189	2010	17.0	517	46.6	305	27.5	99	36.4	1110	660	404	13	7	All Students
11.3	144	2011	12.9	492	44.0	355	31.8	126	43.1	1117	664	481	13	7	All Students
2.6	347	2006	26.3	554	41.9	386	29.2	34	31.8	1321	633	420	13	8	All Students
3.4	267	2007	22.4	486	40.8	397	33.4	40	36.7	1190	639	437	13	8	All Students
6.1	138	2008	11.2	442	36.0	574	46.7	75	52.8	1229	650	649	13	8	All Students
5.9	71	2009	5.5	408	31.9	727	56.8	75	62.6	1281	658	802	13	8	All Students
5.0	240	2010	21.7	588	53.1	224	20.2	55	25.2	1107	658	279	13	8	All Students
4.9	194	2011	17.3	510	45.4	365	32.5	55	37.4	1124	662	420	13	8	All Students
8.2	1464	2006	19.7	2379	32.1	2967	40.0	612	48.2	7422	646	3579	13	All Grades	All Students
11.6	991	2007	13.7	2131	29.4	3294	45.4	842	57.0	7258	656	4136	13	All Grades	All Students
14.1	472	2008	6.6	1593	22.3	4061	56.9	1008	71.1	7134	665	5069	13	All Grades	All Students
16.0	249	2009	3.6	1387	20.2	4138	60.2	1102	76.2	6876	672	5240	13	All Grades	All Students
12.7	945	2010	14.2	2941	44.2	1922	28.9	846	41.6	6654	670	2768	13	All Grades	All Students
10.9	805	2011	12.2	2695	40.8	2383	36.1	722	47.0	6605	672	3105	13	All Grades	All Students
18.8	154	2006	10.4	286	19.4	760	51.5	277	70.2	1477	667	1037	14	3	All Students
26.8	96	2007	6.6	217	14.9	754	51.7	391	78.5	1458	680	1145	14	3	All Students
19.6	43	2008	3.1	146	10.7	913	66.6	268	86.2	1370	682	1181	14	3	All Students
23.5	15	2009	1.1	117	8.7	899	66.7	317	90.2	1348	688	1216	14	3	All Students
17.6	165	2010	12.4	523	39.4	406	30.6	233	48.2	1327	686	639	14	3	All Students
10.0	192	2011	14.7	431	33.0	554	42.4	131	52.4	1308	682	685	14	3	All Students
19.9	142	2006	10.3	258	18.7	704	51.1	274	71.0	1378	667	978	14	4	All Students
19.0	134	2007	9.6	267	19.1	733	52.4	266	71.4	1400	669	999	14	4	All Students
27.6	86	2008	6.2	191	13.7	730	52.5	383	80.1	1390	679	1113	14	4	All Students
33.0	53	2009	4.0	146	11.0	688	52.0	436	85.0	1323	688	1124	14	4	All Students
21.2	100	2010	7.6	453	34.5	482	36.7	279	57.9	1314	682	761	14	4	All Students
20.3	94	2011	7.1	467	35.5	488	37.1	267	57.4	1316	682	755	14	4	All Students
16.0	205	2006	13.5	417	27.6	649	42.9	242	58.9	1513	658	891	14	5	All Students
20.7	104	2007	7.3	290	20.4	732	51.5	294	72.3	1420	671	1026	14	5	All Students
23.7	58	2008	4.3	208	15.5	759	56.5	319	80.2	1344	677	1078	14	5	All Students
31.7	42	2009	3.2	154	11.7	700	53.4	416	85.1	1312	681	1116	14	5	All Students
22.4	114	2010	9.0	406	32.0	463	36.5	284	59.0	1267	681	747	14	5	All Students
17.7	95	2011	7.4	407	31.9	548	42.9	226	60.7	1276	682	774	14	5	All Students
6.2	388	2006	23.7	590	36.1	556	34.0	102	40.2	1636	639	658	14	6	All Students
9.4	181	2007	12.6	410	28.5	713	49.5	135	58.9	1439	655	848	14	6	All Students
12.8	154	2008	11.1	339	24.5	713	51.6	177	64.4	1383	658	890	14	6	All Students
13.7	86	2009	6.3	306	22.5	779	57.4	186	71.1	1357	666	965	14	6	All Students
14.6	214	2010	15.5	562	40.6	405	29.3	202	43.9	1383	667	607	14	6	All Students
12.9	216	2011	16.2	570	42.6	379	28.3	172	41.2	1337	668	551	14	6	All Students
3.4	317	2006	20.9	623	41.1	525	34.6	51	38.0	1516	635	576	14	7	All Students
8.0	223	2007	13.4	642	38.7	663	39.9	132	47.9	1660	647	795	14	7	All Students
14.1	106	2008	7.2	439	29.7	727	49.1	208	63.2	1480	659	935	14	7	All Students
18.9	44	2009	3.1	272	19.4	824	58.6	265	77.5	1405	670	1089	14	7	All Students
16.1	184	2010	13.4	554	40.4	413	30.1	221	46.2	1372	666	634	14	7	All Students
19.7	183	2011	13.3	521	37.9	401	29.1	271	48.8	1376	669	672	14	7	All Students
3.4	499	2006	32.2	622	40.1	379	24.4	52	27.8	1552	628	431	14	8	All Students
5.2	287	2007	19.3	587	39.6	533	35.9	77	41.1	1484	643	610	14	8	All Students
10.8	176	2008	11.6	493	32.4	688	45.2	165	56.0	1522	655	853	14	8	All Students
9.6	74	2009	5.1	373	25.7	868	59.7	139	69.3	1454	663	1007	14	8	All Students
